"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"NIFTYBEES","EQ","18-Jan-2013","        607.95","        609.00","        614.70","        609.00","        610.00","        610.52","        611.43","      68884","            42117488.92","       1598","      58028","         84.24"
"NIFTYBEES","EQ","21-Jan-2013","        610.52","        611.00","        615.00","        610.05","        614.00","        614.37","        612.93","      50128","            30724715.03","       2163","      39305","         78.41"
"NIFTYBEES","EQ","22-Jan-2013","        614.37","        614.00","        614.50","        608.03","        608.11","        608.96","        612.33","      60189","            36855456.54","        764","      49657","         82.50"
"NIFTYBEES","EQ","23-Jan-2013","        608.96","        609.00","        612.10","        606.00","        611.50","        610.82","        609.64","     107984","            65831631.28","       1520","      73123","         67.72"
"NIFTYBEES","EQ","24-Jan-2013","        610.82","        610.00","        610.20","        605.40","        607.00","        606.10","        607.99","      63671","            38711234.31","       1188","      41094","         64.54"
"NIFTYBEES","EQ","25-Jan-2013","        606.10","        591.21","        611.98","        591.21","        611.75","        611.44","        609.28","      57243","            34877145.93","        944","      46650","         81.49"
"NIFTYBEES","EQ","28-Jan-2013","        611.44","        612.00","        613.00","        610.23","        612.00","        612.69","        611.87","      57893","            35423108.02","       1010","      48107","         83.10"
"NIFTYBEES","EQ","29-Jan-2013","        612.69","        612.00","        617.00","        609.01","        609.03","        609.76","        613.61","      74878","            45945560.34","       1303","      44953","         60.03"
"NIFTYBEES","EQ","30-Jan-2013","        609.76","        611.00","        613.50","        608.95","        610.00","        610.83","        611.12","      80711","            49323850.50","        937","      70450","         87.29"
"NIFTYBEES","EQ","31-Jan-2013","        610.83","        611.00","        611.50","        607.55","        608.91","        608.57","        609.06","      45916","            27965623.18","       1794","      34317","         74.74"
"NIFTYBEES","EQ","01-Feb-2013","        608.57","        609.00","        612.00","        605.11","        606.50","        606.07","        609.65","      52832","            32209184.62","       2178","      40698","         77.03"
"NIFTYBEES","EQ","04-Feb-2013","        606.07","        607.00","        608.99","        600.80","        602.00","        602.10","        603.70","      33558","            20258812.03","       1312","      22872","         68.16"
"NIFTYBEES","EQ","05-Feb-2013","        602.10","        600.99","        601.48","        599.35","        600.55","        600.64","        600.40","      46611","            27985180.55","       1418","      36999","         79.38"
"NIFTYBEES","EQ","06-Feb-2013","        600.64","        601.00","        602.50","        599.80","        600.00","        600.01","        601.34","      21451","            12899325.35","        643","      16028","         74.72"
"NIFTYBEES","EQ","07-Feb-2013","        600.01","        599.00","        601.90","        596.90","        598.00","        598.02","        598.67","      67427","            40366794.58","       1928","      54529","         80.87"
"NIFTYBEES","EQ","08-Feb-2013","        598.02","        600.00","        600.00","        590.95","        594.00","        592.77","        595.41","      49693","            29587906.50","       1413","      37777","         76.02"
"NIFTYBEES","EQ","11-Feb-2013","        592.77","        593.00","        596.00","        593.00","        594.90","        594.64","        594.51","      26723","            15887063.77","       1096","      19357","         72.44"
"NIFTYBEES","EQ","12-Feb-2013","        594.64","        594.00","        597.00","        593.15","        596.50","        596.54","        595.51","      16310","             9712734.04","       1106","      10803","         66.24"
"NIFTYBEES","EQ","13-Feb-2013","        596.54","        597.00","        601.00","        597.00","        599.00","        598.35","        599.29","      40521","            24283681.96","       1811","      35688","         88.07"
"NIFTYBEES","EQ","14-Feb-2013","        598.35","        599.00","        599.00","        591.27","        592.00","        593.41","        595.60","      57350","            34157715.19","       1282","      44880","         78.26"
"NIFTYBEES","EQ","15-Feb-2013","        593.41","        593.00","        594.89","        589.50","        592.50","        592.68","        591.43","      46799","            27678273.31","       2282","      35898","         76.71"
"NIFTYBEES","EQ","18-Feb-2013","        592.68","        592.70","        595.90","        591.00","        594.00","        593.80","        594.14","      27423","            16293219.28","       1054","      22409","         81.72"
"NIFTYBEES","EQ","19-Feb-2013","        593.80","        595.00","        599.00","        592.21","        599.00","        598.11","        595.79","      43171","            25720969.08","       1420","      31685","         73.39"
"NIFTYBEES","EQ","20-Feb-2013","        598.11","        599.00","        603.90","        599.00","        603.00","        602.41","        600.42","      20073","            12052273.03","       1384","      16259","         81.00"
"NIFTYBEES","EQ","21-Feb-2013","        602.41","        601.00","        601.00","        591.10","        600.00","        593.04","        594.00","      70738","            42018192.03","       3112","      54920","         77.64"
"NIFTYBEES","EQ","22-Feb-2013","        593.04","        587.45","        597.00","        576.65","        597.00","        593.15","        592.71","      27479","            16286978.16","        918","      17257","         62.80"
"NIFTYBEES","EQ","25-Feb-2013","        593.15","        609.79","        609.79","        589.01","        594.20","        593.46","        593.22","      24063","            14274583.36","       1031","      14713","         61.14"
"NIFTYBEES","EQ","26-Feb-2013","        593.46","        595.00","        595.00","        581.36","        588.01","        583.31","        585.48","      89017","            52117711.06","       2832","      60255","         67.69"
"NIFTYBEES","EQ","27-Feb-2013","        583.31","        584.00","        592.05","        583.00","        592.00","        589.50","        586.94","      36421","            21376922.02","       1422","      21324","         58.55"
"NIFTYBEES","EQ","28-Feb-2013","        589.50","        591.00","        594.77","        578.00","        579.01","        581.00","        583.67","      66012","            38529137.15","       2265","      34263","         51.90"
"NIFTYBEES","EQ","01-Mar-2013","        581.00","        581.00","        582.02","        574.00","        575.05","        575.83","        576.69","     113584","            65502768.48","       2537","      74228","         65.35"
"NIFTYBEES","EQ","04-Mar-2013","        575.83","        570.45","        578.75","        570.00","        578.00","        578.08","        576.34","      40680","            23445673.57","        784","      37766","         92.84"
"NIFTYBEES","EQ","05-Mar-2013","        578.08","        579.00","        588.00","        579.00","        588.00","        586.25","        582.95","      29503","            17198884.40","        881","      22723","         77.02"
"NIFTYBEES","EQ","06-Mar-2013","        586.25","        587.00","        591.00","        587.00","        590.01","        589.61","        589.39","      17814","            10499448.24","        758","      13856","         77.78"
"NIFTYBEES","EQ","07-Mar-2013","        589.61","        589.95","        595.40","        588.00","        595.40","        594.39","        590.36","      65591","            38722610.35","       1521","      56534","         86.19"
"NIFTYBEES","EQ","08-Mar-2013","        594.39","        593.00","        601.00","        592.00","        599.26","        599.78","        598.34","      66521","            39802149.04","       1200","      48950","         73.59"
"NIFTYBEES","EQ","11-Mar-2013","        599.78","        599.26","        602.00","        597.40","        597.41","        598.68","        599.29","      31014","            18586448.77","       2224","      21026","         67.80"
"NIFTYBEES","EQ","12-Mar-2013","        598.68","        599.00","        600.30","        593.50","        598.00","        597.53","        597.36","      43121","            25758973.97","       2725","      20240","         46.94"
"NIFTYBEES","EQ","13-Mar-2013","        597.53","        585.35","        592.00","        584.02","        584.50","        585.30","        587.66","      25538","            15007772.45","       1732","      13683","         53.58"
"NIFTYBEES","EQ","14-Mar-2013","        585.30","        585.00","        591.99","        580.27","        589.00","        589.55","        588.42","      82361","            48463250.22","       4066","      45482","         55.22"
"NIFTYBEES","EQ","15-Mar-2013","        589.55","        589.90","        592.80","        584.10","        584.50","        585.17","        587.61","      62218","            36559760.43","       2698","      37869","         60.87"
"NIFTYBEES","EQ","18-Mar-2013","        585.17","        582.90","        582.99","        578.35","        581.00","        580.97","        581.05","      48471","            28164011.42","       3234","      25745","         53.11"
"NIFTYBEES","EQ","19-Mar-2013","        580.97","        581.00","        583.27","        570.40","        572.50","        572.72","        574.79","      71340","            41005399.34","       3759","      39512","         55.39"
"NIFTYBEES","EQ","20-Mar-2013","        572.72","        572.10","        573.75","        569.00","        571.50","        570.31","        570.70","      60093","            34295037.83","       1852","      37855","         62.99"
"NIFTYBEES","EQ","21-Mar-2013","        570.31","        571.00","        575.90","        564.95","        566.00","        565.92","        571.56","      55940","            31972993.59","       1901","      33813","         60.45"
"NIFTYBEES","EQ","22-Mar-2013","        565.92","        566.00","        569.72","        564.00","        566.00","        566.12","        566.49","      38956","            22068176.97","       1266","      23506","         60.34"
"NIFTYBEES","EQ","25-Mar-2013","        566.12","        565.00","        571.00","        563.25","        564.00","        564.49","        568.66","      36612","            20819921.91","       1249","      20457","         55.88"
"NIFTYBEES","EQ","26-Mar-2013","        564.49","        564.00","        565.38","        562.00","        563.00","        563.65","        563.84","      47760","            26929082.09","       1036","      33563","         70.27"
"NIFTYBEES","EQ","28-Mar-2013","        563.65","        565.00","        569.95","        559.15","        569.95","        568.82","        563.98","      76379","            43076335.31","       1399","      43810","         57.36"
"NIFTYBEES","EQ","01-Apr-2013","        568.82","        569.00","        573.40","        568.00","        570.00","        571.65","        571.04","      25033","            14294958.32","       1591","      20173","         80.59"
"NIFTYBEES","EQ","02-Apr-2013","        571.65","        570.00","        575.60","        568.13","        573.10","        574.45","        573.69","      34517","            19802215.53","       1023","      23340","         67.62"
"NIFTYBEES","EQ","03-Apr-2013","        574.45","        574.00","        576.00","        566.44","        570.00","        568.87","        572.61","      40000","            22904259.09","       1113","      31590","         78.97"
"NIFTYBEES","EQ","04-Apr-2013","        568.87","        567.00","        567.00","        552.05","        566.00","        563.57","        563.72","      43123","            24309446.78","       1565","      31363","         72.73"
"NIFTYBEES","EQ","05-Apr-2013","        563.57","        564.00","        564.00","        554.05","        555.00","        555.85","        557.70","      63628","            35485516.95","       2160","      49069","         77.12"
"NIFTYBEES","EQ","08-Apr-2013","        555.85","        550.10","        560.00","        545.10","        558.10","        558.29","        558.08","      58466","            32628816.20","       1770","      50194","         85.85"
"NIFTYBEES","EQ","09-Apr-2013","        558.29","        559.00","        562.00","        553.00","        556.50","        554.34","        558.03","      32021","            17868773.92","       1319","      20301","         63.40"
"NIFTYBEES","EQ","10-Apr-2013","        554.34","        555.00","        563.00","        553.00","        560.00","        561.22","        557.28","      34874","            19434416.60","       1543","      20363","         58.39"
"NIFTYBEES","EQ","11-Apr-2013","        561.22","        563.00","        565.00","        555.00","        558.80","        559.38","        559.29","      40662","            22741992.01","       1477","      21303","         52.39"
"NIFTYBEES","EQ","12-Apr-2013","        559.38","        553.00","        559.00","        553.00","        556.48","        555.96","        555.95","      36436","            20256459.14","       1459","      21503","         59.02"
"NIFTYBEES","EQ","15-Apr-2013","        555.96","        554.00","        559.60","        545.00","        555.54","        557.70","        555.89","      55711","            30968986.53","       2179","      35113","         63.03"
"NIFTYBEES","EQ","16-Apr-2013","        557.70","        558.10","        570.89","        557.10","        567.00","        568.69","        566.22","      53086","            30058350.73","       1470","      31384","         59.12"
"NIFTYBEES","EQ","17-Apr-2013","        568.69","        569.00","        571.90","        566.00","        568.88","        567.55","        568.81","      32145","            18284383.89","       1127","      16068","         49.99"
"NIFTYBEES","EQ","18-Apr-2013","        567.55","        568.00","        577.72","        567.00","        575.38","        575.87","        574.07","      89988","            51659630.96","       1535","      69029","         76.71"
"NIFTYBEES","EQ","22-Apr-2013","        575.87","        576.00","        583.73","        576.00","        581.00","        582.25","        579.92","      59522","            34518086.57","       1695","      31984","         53.73"
"NIFTYBEES","EQ","23-Apr-2013","        582.25","        583.00","        583.00","        578.45","        581.20","        581.78","        580.15","      28778","            16695645.41","       1066","      14201","         49.35"
"NIFTYBEES","EQ","25-Apr-2013","        581.78","        583.01","        589.48","        582.10","        587.10","        587.70","        587.23","      61252","            35969102.98","       3051","      40672","         66.40"
"NIFTYBEES","EQ","26-Apr-2013","        587.70","        587.00","        589.90","        583.02","        584.02","        585.33","        585.93","      59395","            34801517.04","       2169","      31252","         52.62"
"NIFTYBEES","EQ","29-Apr-2013","        585.33","        585.00","        589.80","        585.00","        586.20","        587.84","        586.63","      40049","            23493861.80","       1113","      20609","         51.46"
"NIFTYBEES","EQ","30-Apr-2013","        587.84","        590.00","        593.00","        583.51","        588.50","        589.58","        587.63","      80802","            47481773.60","       1123","      61816","         76.50"
"NIFTYBEES","EQ","02-May-2013","        589.58","        585.10","        598.98","        585.10","        598.40","        597.46","        595.80","     118460","            70578959.55","       2428","      94536","         79.80"
"NIFTYBEES","EQ","03-May-2013","        597.46","        599.00","        599.00","        590.51","        592.98","        591.68","        593.48","      78501","            46589033.04","       1368","      47639","         60.69"
"NIFTYBEES","EQ","06-May-2013","        591.68","        591.68","        595.00","        590.00","        595.00","        594.26","        593.13","      32222","            19111887.08","        847","      21166","         65.69"
"NIFTYBEES","EQ","07-May-2013","        594.26","        594.01","        602.25","        594.01","        601.01","        601.54","        599.48","      68804","            41246353.97","       2060","      42859","         62.29"
"NIFTYBEES","EQ","08-May-2013","        601.54","        602.00","        606.00","        599.87","        606.00","        604.23","        602.26","      55167","            33224652.36","       1393","      33987","         61.61"
"NIFTYBEES","EQ","09-May-2013","        604.23","        605.00","        605.25","        600.75","        603.49","        601.44","        603.05","      94137","            56768866.49","       1054","      62098","         65.97"
"NIFTYBEES","EQ","10-May-2013","        601.44","        604.00","        607.60","        601.01","        606.00","        606.57","        605.47","      53522","            32406069.89","       2083","      22477","         42.00"
"NIFTYBEES","EQ","11-May-2013","        606.57","        606.00","        608.90","        605.00","        608.90","        607.82","        607.47","       3714","             2256146.83","        158","       2635","         70.95"
"NIFTYBEES","EQ","13-May-2013","        607.82","        607.00","        607.00","        595.05","        596.25","        596.25","        601.65","      59857","            36013065.55","       1616","      31697","         52.95"
"NIFTYBEES","EQ","14-May-2013","        596.25","        597.00","        600.01","        595.00","        597.60","        597.80","        598.30","      32624","            19519037.40","        990","      17269","         52.93"
"NIFTYBEES","EQ","15-May-2013","        597.80","        599.00","        614.00","        599.00","        613.44","        613.14","        609.86","     115095","            70192158.85","       3048","      58851","         51.13"
"NIFTYBEES","EQ","16-May-2013","        613.14","        613.00","        616.90","        609.99","        614.15","        614.20","        614.60","      39993","            24579890.18","       1182","      19610","         49.03"
"NIFTYBEES","EQ","17-May-2013","        614.20","        614.97","        617.00","        612.11","        616.50","        615.84","        614.06","      34567","            21226288.07","       1014","      19973","         57.78"
"NIFTYBEES","EQ","20-May-2013","        615.84","        615.00","        619.81","        612.50","        614.88","        613.21","        617.20","      89157","            55027759.93","       2193","      51310","         57.55"
"NIFTYBEES","EQ","21-May-2013","        613.21","        613.01","        615.20","        607.88","        609.40","        608.66","        611.41","      46596","            28489054.73","       1633","      22783","         48.89"
"NIFTYBEES","EQ","22-May-2013","        608.66","        609.01","        612.39","        605.21","        607.50","        607.63","        609.37","      20377","            12417118.60","       1165","       8773","         43.05"
"NIFTYBEES","EQ","23-May-2013","        607.63","        606.00","        606.00","        594.00","        596.00","        595.45","        598.47","     126965","            75984585.02","       2650","      86791","         68.36"
"NIFTYBEES","EQ","24-May-2013","        595.45","        596.00","        599.94","        592.98","        597.50","        597.97","        596.65","      38597","            23028994.08","       1585","      14919","         38.65"
"NIFTYBEES","EQ","27-May-2013","        597.97","        598.00","        608.99","        596.50","        605.00","        606.22","        603.60","      32730","            19755667.13","       1283","      19074","         58.28"
"NIFTYBEES","EQ","28-May-2013","        606.22","        606.98","        611.00","        604.01","        610.20","        609.56","        607.87","      34704","            21095687.80","       1400","      11627","         33.50"
"NIFTYBEES","EQ","29-May-2013","        609.56","        610.00","        610.00","        605.60","        607.50","        607.86","        607.00","      25613","            15547119.98","       1131","      14780","         57.71"
"NIFTYBEES","EQ","30-May-2013","        607.86","        606.99","        612.27","        606.70","        610.50","        610.77","        609.26","      24963","            15209057.78","       1115","      13452","         53.89"
"NIFTYBEES","EQ","31-May-2013","        610.77","        609.00","        609.88","        600.00","        601.00","        601.73","        604.50","      36177","            21868838.82","       1498","      20920","         57.83"
"NIFTYBEES","EQ","03-Jun-2013","        601.73","        591.00","        604.47","        591.00","        597.00","        596.74","        596.90","      40391","            24109449.28","       2635","      24742","         61.26"
"NIFTYBEES","EQ","04-Jun-2013","        596.74","        597.00","        602.50","        593.76","        595.00","        594.58","        597.57","      26547","            15863724.00","       1613","      12239","         46.10"
"NIFTYBEES","EQ","05-Jun-2013","        594.58","        594.01","        596.00","        591.00","        595.75","        594.61","        592.81","      24294","            14401662.90","       1637","      13620","         56.06"
"NIFTYBEES","EQ","06-Jun-2013","        594.61","        593.00","        598.88","        589.55","        596.75","        595.49","        593.69","      35462","            21053589.78","       2394","      12661","         35.70"
"NIFTYBEES","EQ","07-Jun-2013","        595.49","        585.60","        599.77","        477.50","        590.05","        591.36","        594.15","      44978","            26723775.13","       3157","       9332","         20.75"
"NIFTYBEES","EQ","10-Jun-2013","        591.36","        593.01","        595.77","        588.30","        591.99","        590.59","        591.85","      42210","            24982037.70","       2047","      15677","         37.14"
"NIFTYBEES","EQ","11-Jun-2013","        590.59","        590.00","        591.77","        581.30","        581.50","        582.79","        585.89","      53907","            31583650.10","       2307","      28354","         52.60"
"NIFTYBEES","EQ","12-Jun-2013","        582.79","        582.50","        587.00","        576.50","        582.28","        580.62","        579.99","      60293","            34969600.11","       2010","      29809","         49.44"
"NIFTYBEES","EQ","13-Jun-2013","        580.62","        576.55","        580.00","        550.50","        575.00","        575.18","        574.64","      48468","            27851451.53","       1950","      24821","         51.21"
"NIFTYBEES","EQ","14-Jun-2013","        575.18","        579.80","        585.00","        577.16","        584.06","        584.29","        581.90","      38616","            22470662.82","       1783","      10710","         27.73"
"NIFTYBEES","EQ","17-Jun-2013","        584.29","        584.00","        591.90","        581.00","        587.00","        589.14","        585.30","      55202","            32309969.84","       2632","      18765","         33.99"
"NIFTYBEES","EQ","18-Jun-2013","        589.14","        588.00","        592.90","        584.00","        584.00","        586.87","        587.85","      40449","            23777926.94","       2070","      12533","         30.98"
"NIFTYBEES","EQ","19-Jun-2013","        586.87","        587.00","        589.00","        583.50","        585.00","        585.67","        585.68","      26351","            15433307.57","        996","      16570","         62.88"
"NIFTYBEES","EQ","20-Jun-2013","        585.67","        582.00","        582.00","        569.22","        571.99","        571.83","        574.67","     122183","            70214882.11","       3068","      96612","         79.07"
"NIFTYBEES","EQ","21-Jun-2013","        571.83","        569.85","        574.00","        567.02","        571.00","        571.08","        571.09","      40578","            23173634.71","       1466","      29057","         71.61"
"NIFTYBEES","EQ","24-Jun-2013","        571.08","        567.00","        571.00","        563.02","        568.00","        565.19","        566.05","      54964","            31112187.27","       2145","      26369","         47.98"
"NIFTYBEES","EQ","25-Jun-2013","        565.19","        566.00","        571.80","        561.00","        567.00","        568.53","        566.50","      84971","            48136416.56","       2480","      18861","         22.20"
"NIFTYBEES","EQ","26-Jun-2013","        568.53","        560.10","        569.40","        560.10","        561.55","        563.00","        565.82","      46395","            26251400.58","       1583","      18580","         40.05"
"NIFTYBEES","EQ","27-Jun-2013","        563.00","        567.00","        572.97","        566.00","        569.60","        571.19","        569.20","      27221","            15494254.44","       1142","      14009","         51.46"
"NIFTYBEES","EQ","28-Jun-2013","        571.19","        575.00","        591.00","        575.00","        587.00","        589.68","        586.45","      84985","            49839411.27","       1852","      52085","         61.29"
"NIFTYBEES","EQ","01-Jul-2013","        589.68","        589.00","        593.49","        586.10","        593.45","        592.72","        590.19","      77667","            45838211.01","       1953","      52203","         67.21"
"NIFTYBEES","EQ","02-Jul-2013","        592.72","        592.00","        592.94","        589.01","        590.00","        589.96","        591.31","      46117","            27269261.06","        881","      30527","         66.19"
"NIFTYBEES","EQ","03-Jul-2013","        589.96","        586.02","        590.00","        581.00","        590.00","        587.14","        584.43","      27264","            15933846.07","       1146","      15682","         57.52"
"NIFTYBEES","EQ","04-Jul-2013","        587.14","        589.00","        590.49","        586.00","        587.03","        587.80","        587.87","      12459","             7324230.24","        766","       5615","         45.07"
"NIFTYBEES","EQ","05-Jul-2013","        587.80","        589.95","        594.00","        589.95","        590.00","        590.67","        591.80","      17629","            10432795.83","       1244","      11057","         62.72"
"NIFTYBEES","EQ","08-Jul-2013","        590.67","        589.95","        589.97","        583.00","        586.05","        587.47","        585.75","      17327","            10149253.86","       1718","       8495","         49.03"
"NIFTYBEES","EQ","09-Jul-2013","        587.47","        583.10","        592.88","        583.10","        590.50","        590.62","        590.77","      16378","             9675550.69","        696","       7668","         46.82"
"NIFTYBEES","EQ","10-Jul-2013","        590.62","        590.62","        593.00","        585.00","        585.00","        586.32","        589.89","      26327","            15529918.14","        752","       8672","         32.94"
"NIFTYBEES","EQ","11-Jul-2013","        586.32","        594.10","        599.00","        591.05","        596.00","        596.61","        596.30","     100792","            60102485.48","       1286","      68316","         67.78"
"NIFTYBEES","EQ","12-Jul-2013","        596.61","        600.00","        605.55","        598.52","        605.00","        604.42","        601.65","      51099","            30743530.28","       1369","      42631","         83.43"
"NIFTYBEES","EQ","15-Jul-2013","        604.42","        606.00","        608.70","        602.00","        606.80","        607.31","        605.89","      31147","            18871628.59","       2354","      22000","         70.63"
"NIFTYBEES","EQ","16-Jul-2013","        607.31","        602.98","        602.99","        597.00","        600.85","        599.60","        599.10","      20897","            12519409.74","       1038","      11587","         55.45"
"NIFTYBEES","EQ","17-Jul-2013","        599.60","        601.00","        603.47","        597.04","        600.00","        601.28","        600.92","      26885","            16155843.92","        917","      15560","         57.88"
"NIFTYBEES","EQ","18-Jul-2013","        601.28","        603.00","        609.00","        601.25","        608.50","        607.46","        603.89","      23719","            14323732.00","        988","      16964","         71.52"
"NIFTYBEES","EQ","19-Jul-2013","        607.46","        608.00","        610.80","        606.31","        607.10","        607.46","        609.19","      25617","            15605537.89","       1594","      14169","         55.31"
"NIFTYBEES","EQ","22-Jul-2013","        607.46","        605.00","        610.10","        604.26","        607.10","        607.64","        608.96","      59937","            36499046.67","        878","      48175","         80.38"
"NIFTYBEES","EQ","23-Jul-2013","        607.64","        608.15","        613.50","        608.15","        611.75","        612.12","        611.96","      70838","            43349816.01","        887","      64413","         90.93"
"NIFTYBEES","EQ","24-Jul-2013","        612.12","        608.00","        610.00","        600.31","        603.00","        602.68","        602.99","      34461","            20779608.20","        849","      18552","         53.83"
"NIFTYBEES","EQ","25-Jul-2013","        602.68","        602.00","        605.79","        595.00","        595.00","        595.83","        599.39","      53450","            32037639.43","       1348","      35956","         67.27"
"NIFTYBEES","EQ","26-Jul-2013","        595.83","        597.00","        599.00","        591.40","        593.99","        592.39","        593.76","      45457","            26990591.97","       2031","      26668","         58.67"
"NIFTYBEES","EQ","29-Jul-2013","        592.39","        592.00","        592.99","        586.50","        586.50","        587.64","        589.42","      46554","            27439743.72","       1226","      36619","         78.66"
"NIFTYBEES","EQ","30-Jul-2013","        587.64","        592.00","        592.48","        580.06","        583.00","        581.98","        584.91","      33451","            19565939.56","       1707","      19308","         57.72"
"NIFTYBEES","EQ","31-Jul-2013","        581.98","        583.00","        583.00","        574.99","        581.00","        581.24","        578.21","      28705","            16597630.30","       1360","      17915","         62.41"
"NIFTYBEES","EQ","01-Aug-2013","        581.24","        582.00","        586.68","        574.00","        578.30","        579.23","        581.29","      36793","            21387298.38","       1985","      12886","         35.02"
"NIFTYBEES","EQ","02-Aug-2013","        579.23","        601.00","        601.00","        573.00","        581.49","        578.40","        577.84","      33727","            19488957.56","       1447","      18674","         55.37"
"NIFTYBEES","EQ","05-Aug-2013","        578.40","        580.00","        581.01","        572.80","        574.00","        573.95","        575.88","      38248","            22026093.97","       1316","      22847","         59.73"
"NIFTYBEES","EQ","06-Aug-2013","        573.95","        573.00","        573.00","        559.05","        567.00","        563.37","        565.66","      74767","            42292835.32","       2768","      41706","         55.78"
"NIFTYBEES","EQ","07-Aug-2013","        563.37","        571.00","        571.00","        557.80","        558.05","        560.12","        560.63","      74079","            41530759.63","       2802","      37242","         50.27"
"NIFTYBEES","EQ","08-Aug-2013","        560.12","        561.00","        566.00","        558.12","        563.65","        564.05","        562.14","      35202","            19788466.28","       1129","      16675","         47.37"
"NIFTYBEES","EQ","12-Aug-2013","        564.05","        565.00","        569.80","        561.03","        567.80","        567.63","        565.89","      31893","            18047927.40","       1293","      13997","         43.89"
"NIFTYBEES","EQ","13-Aug-2013","        567.63","        567.00","        583.00","        564.80","        576.85","        577.13","        574.56","      67877","            38999722.34","       1279","      39812","         58.65"
"NIFTYBEES","EQ","14-Aug-2013","        577.13","        577.50","        582.00","        575.00","        580.06","        580.13","        578.85","      11214","             6491239.33","        720","       6543","         58.35"
"NIFTYBEES","EQ","16-Aug-2013","        580.13","        579.00","        579.00","        558.00","        560.00","        559.78","        564.61","     151198","            85367828.07","       3225","     135762","         89.79"
"NIFTYBEES","EQ","19-Aug-2013","        559.78","        561.00","        562.00","        544.99","        548.00","        549.65","        550.32","      83601","            46006957.71","       2959","      56144","         67.16"
"NIFTYBEES","EQ","20-Aug-2013","        549.65","        550.00","        550.00","        540.00","        544.00","        546.53","        545.04","      60366","            32901730.56","       1948","      32603","         54.01"
"NIFTYBEES","EQ","21-Aug-2013","        546.53","        548.00","        555.90","        534.01","        538.65","        539.32","        544.36","      65013","            35390436.30","       2319","      34547","         53.14"
"NIFTYBEES","EQ","22-Aug-2013","        539.32","        540.00","        548.90","        535.00","        548.00","        547.61","        542.28","      76597","            41536843.31","       2738","      36720","         47.94"
"NIFTYBEES","EQ","23-Aug-2013","        547.61","        550.92","        552.85","        543.00","        552.05","        551.88","        547.83","      92774","            50824756.79","       1297","      74999","         80.84"
"NIFTYBEES","EQ","26-Aug-2013","        551.88","        553.00","        559.00","        550.60","        550.70","        552.73","        553.76","      46705","            25863273.30","       1798","      17079","         36.57"
"NIFTYBEES","EQ","27-Aug-2013","        552.73","        551.00","        551.00","        535.10","        537.50","        537.00","        539.87","      63899","            34497421.72","       2542","      38559","         60.34"
"NIFTYBEES","EQ","28-Aug-2013","        537.00","        547.10","        547.10","        519.33","        533.00","        535.82","        528.43","     112929","            59674860.85","       3411","      49265","         43.62"
"NIFTYBEES","EQ","29-Aug-2013","        535.82","        539.00","        549.00","        537.00","        543.00","        545.93","        541.86","      43338","            23483335.43","       1474","      22304","         51.47"
