"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"NIFTYBEES","EQ","01-Jan-2015","        838.77","        838.50","        839.69","        830.00","        838.80","        838.14","        836.12","      12914","            10797702.93","        925","       8069","         62.48"
"NIFTYBEES","EQ","02-Jan-2015","        838.14","        837.00","        848.80","        836.00","        847.05","        847.14","        845.59","      29581","            25013329.10","       1743","      14543","         49.16"
"NIFTYBEES","EQ","05-Jan-2015","        847.14","        846.00","        852.25","        843.70","        845.51","        844.93","        848.35","      54624","            46340255.78","       1771","      37259","         68.21"
"NIFTYBEES","EQ","06-Jan-2015","        844.93","        841.00","        841.00","        820.55","        821.00","        823.88","        828.44","     103024","            85349535.07","       3463","      72149","         70.03"
"NIFTYBEES","EQ","07-Jan-2015","        823.88","        823.50","        823.60","        815.25","        821.49","        819.95","        820.07","     119418","            97931186.20","       2426","      69482","         58.18"
"NIFTYBEES","EQ","08-Jan-2015","        819.95","        825.00","        832.90","        825.00","        830.75","        831.77","        827.88","      27698","            22930664.43","       1191","      12782","         46.15"
"NIFTYBEES","EQ","09-Jan-2015","        831.77","        831.00","        848.00","        827.50","        834.11","        836.10","        834.00","      28249","            23559704.73","       1265","       8354","         29.57"
"NIFTYBEES","EQ","12-Jan-2015","        836.10","        837.50","        842.00","        830.60","        840.50","        841.18","        836.81","      37451","            31339239.81","       1274","      22263","         59.45"
"NIFTYBEES","EQ","13-Jan-2015","        841.18","        820.25","        844.60","        804.10","        838.90","        836.91","        839.82","      17778","            14930306.71","        832","       9883","         55.59"
"NIFTYBEES","EQ","14-Jan-2015","        836.91","        837.00","        840.00","        831.00","        836.36","        835.98","        836.07","      21445","            17929448.07","        915","       8614","         40.17"
"NIFTYBEES","EQ","15-Jan-2015","        835.98","        845.90","        860.00","        841.16","        854.99","        856.63","        853.83","      71271","            60853048.17","       1958","      45059","         63.22"
"NIFTYBEES","EQ","16-Jan-2015","        856.63","        857.00","        864.95","        850.10","        863.09","        861.10","        856.74","      31025","            26580410.69","       1000","      17303","         55.77"
"NIFTYBEES","EQ","19-Jan-2015","        861.10","        861.60","        865.00","        861.05","        862.00","        862.17","        862.79","      26580","            22932839.01","        783","      17734","         66.72"
"NIFTYBEES","EQ","20-Jan-2015","        862.17","        864.00","        878.74","        864.00","        876.00","        876.28","        870.14","      53784","            46799591.34","       1348","      34355","         63.88"
"NIFTYBEES","EQ","21-Jan-2015","        876.28","        876.00","        882.00","        874.15","        882.00","        880.64","        879.33","      47687","            41932421.12","        922","      38163","         80.03"
"NIFTYBEES","EQ","22-Jan-2015","        880.64","        880.00","        885.00","        880.00","        884.80","        883.46","        883.20","      31206","            27561197.53","        787","      13185","         42.25"
"NIFTYBEES","EQ","23-Jan-2015","        883.46","        900.00","        900.00","        888.00","        889.50","        892.02","        891.32","      43441","            38719956.76","       1142","      27087","         62.35"
"NIFTYBEES","EQ","27-Jan-2015","        892.02","        893.00","        899.99","        890.00","        899.89","        898.62","        893.98","      37663","            33669806.50","       1216","      23597","         62.65"
"NIFTYBEES","EQ","28-Jan-2015","        898.62","        897.00","        905.50","        895.00","        897.00","        897.93","        899.08","     215500","           193751234.02","       1378","     182319","         84.60"
"NIFTYBEES","EQ","29-Jan-2015","        897.93","        896.95","        905.50","        892.25","        904.00","        902.19","        896.48","      45591","            40871540.65","        914","      30849","         67.66"
"NIFTYBEES","EQ","30-Jan-2015","        902.19","        908.00","        908.00","        891.20","        897.00","        894.82","        896.39","      93569","            83874451.99","       1568","      73149","         78.18"
"NIFTYBEES","EQ","02-Feb-2015","        894.82","        895.00","        909.00","        888.03","        892.70","        891.85","        891.90","     138269","           123322771.09","       1615","     120805","         87.37"
"NIFTYBEES","EQ","03-Feb-2015","        891.85","        895.15","        899.00","        885.10","        886.90","        886.50","        892.35","     133704","           119310333.77","       1286","     104969","         78.51"
"NIFTYBEES","EQ","04-Feb-2015","        886.50","        889.00","        890.00","        880.26","        881.00","        883.77","        886.27","      27950","            24771370.38","       1126","      10394","         37.19"
"NIFTYBEES","EQ","05-Feb-2015","        883.77","        880.00","        894.00","        878.00","        880.00","        882.29","        886.50","      24235","            21484431.66","       1306","       5147","         21.24"
"NIFTYBEES","EQ","06-Feb-2015","        882.29","        880.85","        893.00","        876.00","        885.99","        879.95","        879.74","      62276","            54786496.27","       1225","      40463","         64.97"
