Date,Open,High,Low,Close
3-March-2014,21079.27,21140.00,20920.98,20946.65,
4-March-2014,20947.00,21224.64,20940.39,21209.73,
5-March-2014,21280.36,21333.20,21176.16,21276.86,
6-March-2014,21336.32,21525.14,21329.88,21513.87,
7-March-2014,21539.44,21960.89,21539.44,21919.79,
10-March-2014,21819.19,22023.98,21805.22,21934.83,
11-March-2014,21918.83,22018.52,21772.11,21826.42,
12-March-2014,21793.32,21965.95,21768.14,21856.22,
13-March-2014,21736.61,21991.36,21720.13,21774.61,
14-March-2014,21648.05,21853.32,21573.48,21809.80,
18-March-2014,21849.65,22040.72,21785.38,21832.61,
19-March-2014,21872.68,21895.83,21782.01,21832.86,
20-March-2014,21797.61,21853.25,21704.66,21740.09,
21-March-2014,21823.52,21870.11,21729.90,21753.75,
22-March-2014,21752.44,21778.92,21725.52,21755.32,
24-March-2014,21827.50,22074.34,21827.50,22055.48,
25-March-2014,21948.31,22079.96,21916.87,22055.21,
26-March-2014,22134.71,22172.20,22020.58,22095.30,
27-March-2014,22116.23,22307.74,22094.29,22214.37,
28-March-2014,22273.44,22363.97,22185.11,22339.97,
31-March-2014,22423.14,22467.21,22253.78,22386.27,
1-April-2014,22455.23,22485.77,22295.65,22446.44,
2-April-2014,22550.58,22592.10,22473.46,22551.49,
3-April-2014,22598.19,22620.65,22369.28,22509.07,
4-April-2014,22522.46,22525.21,22339.40,22359.50,
7-April-2014,22355.56,22481.62,22197.51,22343.45,
9-April-2014,22389.21,22740.04,22379.95,22702.34,
10-April-2014,22729.46,22792.49,22644.43,22715.33,
11-April-2014,22642.05,22679.18,22526.89,22628.96,
15-April-2014,22698.09,22737.31,22416.24,22484.93,
16-April-2014,22486.73,22533.61,22247.39,22277.23,
17-April-2014,22327.76,22648.69,22312.19,22628.84,
21-April-2014,22644.75,22795.58,22636.75,22764.83,
22-April-2014,22771.24,22853.03,22727.63,22758.37,
23-April-2014,22783.65,22912.52,22780.13,22876.54,
25-April-2014,22892.50,22939.31,22656.64,22688.07,
28-April-2014,22717.59,22721.36,22597.19,22631.61,
29-April-2014,22654.28,22681.89,22443.56,22466.19,
30-April-2014,22517.63,22680.46,22284.96,22417.80,
2-May-2014,22493.59,22575.62,22386.95,22403.89,
5-May-2014,22412.80,22592.03,22354.45,22445.12,
6-May-2014,22512.23,22602.71,22475.65,22508.42,
7-May-2014,22488.96,22532.82,22286.26,22323.90,
8-May-2014,22382.14,22443.13,22277.04,22344.04,
9-May-2014,22374.98,23048.49,22317.18,22994.23,
12-May-2014,23031.11,23572.88,23008.65,23551.00,
13-May-2014,23729.78,24068.94,23729.25,23871.23,
14-May-2014,23897.88,23964.67,23753.36,23815.12,
15-May-2014,23809.42,23971.78,23742.75,23905.60,
16-May-2014,24271.54,25375.63,23873.16,24121.74,
19-May-2014,24340.32,24448.47,24107.99,24363.05,
20-May-2014,24555.31,24587.16,24299.53,24376.88,
21-May-2014,24404.48,24419.54,24156.47,24298.02,
22-May-2014,24415.42,24524.76,24326.48,24374.40,
23-May-2014,24535.14,24745.86,24470.78,24693.35,
26-May-2014,24913.89,25175.22,24433.90,24716.88,
27-May-2014,24748.10,24777.31,24422.33,24549.51,
28-May-2014,24591.61,24643.33,24488.81,24556.09,
29-May-2014,24523.13,24528.20,24206.50,24234.15,
30-May-2014,24300.99,24353.59,24163.62,24217.34,
2-June-2014,24368.96,24709.09,24270.20,24684.85,
3-June-2014,24729.22,24892.06,24626.97,24858.59,
4-June-2014,24909.03,24925.90,24773.93,24805.83,
5-June-2014,24828.38,25044.06,24644.88,25019.51,
6-June-2014,25204.95,25419.14,25129.76,25396.46,
9-June-2014,25543.60,25644.77,25496.84,25580.21,
10-June-2014,25706.35,25711.11,25347.33,25583.69,
11-June-2014,25650.62,25725.12,25400.15,25473.89,
12-June-2014,25597.21,25611.32,25409.69,25576.21,
13-June-2014,25677.05,25688.31,25171.61,25228.17,
16-June-2014,25239.50,25268.41,25063.93,25190.48,
17-June-2014,25189.46,25545.88,25104.50,25521.19,
18-June-2014,25565.19,25609.28,25114.30,25246.25,
19-June-2014,25327.09,25425.85,25069.66,25201.80,
20-June-2014,25237.54,25276.31,25056.18,25105.51,
23-June-2014,25108.09,25197.50,24878.66,25031.32,
24-June-2014,25115.83,25414.69,25115.83,25368.90,
25-June-2014,25421.49,25427.80,25274.39,25313.74,
26-June-2014,25217.69,25309.33,25021.23,25062.67,
27-June-2014,25132.08,25209.61,25032.94,25099.92,
30-June-2014,25179.55,25460.96,25179.55,25413.78,
1-July-2014,25469.94,25571.90,25466.77,25516.35,
2-July-2014,25660.57,25864.53,25660.16,25841.21,
3-July-2014,25875.75,25999.08,25793.70,25823.75,
4-July-2014,25844.80,25981.51,25659.33,25962.06,
7-July-2014,26039.67,26123.55,25992.73,26100.08,
8-July-2014,26166.92,26190.44,25495.04,25582.11,
9-July-2014,25615.28,25683.97,25364.77,25444.81,
10-July-2014,25513.74,25920.46,25117.00,25372.75,
11-July-2014,25488.86,25548.33,24978.33,25024.35,
14-July-2014,25093.16,25095.76,24892.00,25006.98,
15-July-2014,25100.90,25254.48,25020.32,25228.65,
16-July-2014,25322.17,25602.78,25246.75,25549.72,
17-July-2014,25540.92,25613.03,25494.46,25561.16,
18-July-2014,25558.48,25713.40,25441.24,25641.56,
21-July-2014,25776.54,25861.15,25677.71,25715.17,
22-July-2014,25784.48,26050.38,25780.39,26025.80,
23-July-2014,26130.26,26188.64,26000.40,26147.33,
24-July-2014,26188.50,26292.66,26077.70,26271.85,
25-July-2014,26257.14,26300.17,26007.31,26126.75,
28-July-2014,26173.47,26181.83,25900.25,25991.23,
30-July-2014,26005.14,26113.48,25850.04,26087.42,
31-July-2014,26105.89,26118.88,25853.69,25894.97,
1-August-2014,25753.92,25862.68,25459.13,25480.84,
4-August-2014,25631.68,25754.42,25531.38,25723.16,
5-August-2014,25817.84,25928.32,25562.36,25908.01,
6-August-2014,25892.55,25901.68,25621.85,25665.27,
7-August-2014,25668.71,25778.05,25526.05,25589.01,
8-August-2014,25406.87,25406.87,25232.82,25329.14,
11-August-2014,25476.87,25553.44,25437.05,25519.24,
12-August-2014,25703.78,25904.98,25645.79,25880.77,
13-August-2014,25861.47,25972.62,25791.79,25918.95,
14-August-2014,25948.30,26135.00,25945.35,26103.23,
18-August-2014,26123.69,26413.11,26075.28,26390.96,
19-August-2014,26482.56,26530.67,26387.84,26420.67,
20-August-2014,26496.29,26504.52,26277.61,26314.29,
21-August-2014,26322.66,26464.80,26262.52,26360.11,
22-August-2014,26419.53,26508.27,26383.16,26419.55,
25-August-2014,26490.31,26630.74,26401.64,26437.02,
26-August-2014,26349.87,26481.97,26314.89,26442.81,
27-August-2014,26553.24,26599.12,26492.50,26560.15,
28-August-2014,26620.18,26674.38,26573.69,26638.11,
1-September-2014,26733.18,26900.30,26732.39,26867.55,
2-September-2014,26888.21,27082.85,26886.22,27019.39,
3-September-2014,27128.06,27225.85,27067.02,27139.94,
4-September-2014,27164.95,27169.12,26972.39,27085.93,
5-September-2014,27127.26,27178.80,26920.56,27026.70,
8-September-2014,27145.12,27354.99,27144.56,27319.85,
9-September-2014,27316.43,27328.27,27177.09,27265.32,
10-September-2014,27230.94,27251.44,27018.11,27057.41,
11-September-2014,27143.22,27150.78,26904.50,26995.87,
12-September-2014,27048.15,27096.87,26965.91,27061.04,
15-September-2014,26998.07,26998.07,26790.91,26816.56,
16-September-2014,26854.90,26861.29,26464.03,26492.51,
17-September-2014,26627.21,26682.64,26511.71,26631.29,
18-September-2014,26573.89,27132.20,26503.08,27112.21,
19-September-2014,27139.39,27247.17,27047.68,27090.42,
22-September-2014,27008.12,27254.80,26918.93,27206.74,
23-September-2014,27244.98,27256.87,26744.07,26775.69,
24-September-2014,26817.94,26844.70,26560.00,26744.69,
25-September-2014,26808.66,26814.20,26349.55,26468.36,
26-September-2014,26429.30,26721.03,26220.49,26626.32,
29-September-2014,26694.41,26715.77,26518.01,26597.11,
30-September-2014,26610.71,26851.33,26481.31,26630.51,
1-October-2014,26681.47,26683.70,26548.22,26567.99,
7-October-2014,26487.51,26570.38,26250.24,26271.97,
8-October-2014,26229.67,26338.31,26150.09,26246.79,
9-October-2014,26394.37,26688.70,26394.21,26637.28,
10-October-2014,26551.74,26555.92,26261.61,26297.38,
13-October-2014,26275.07,26443.16,26092.69,26384.07,
14-October-2014,26537.42,26550.79,26212.01,26349.33,
16-October-2014,26260.35,26462.08,25933.98,25999.34,
17-October-2014,25950.00,26248.54,25910.77,26108.53,
20-October-2014,26434.16,26517.90,26368.94,26429.85,
21-October-2014,26552.45,26615.41,26407.00,26575.65,
22-October-2014,26782.57,26818.33,26712.21,26787.23,
23-October-2014,26889.51,26930.23,26827.68,26851.05,
27-October-2014,26959.57,26994.96,26726.84,26752.90,
28-October-2014,26788.73,26907.14,26764.15,26880.82,
29-October-2014,27017.44,27126.30,26971.16,27098.17,
30-October-2014,27098.94,27390.60,27088.65,27346.33,
31-October-2014,27439.06,27894.32,27438.28,27865.83,
3-November-2014,27943.04,27969.82,27785.40,27860.38,
5-November-2014,27907.19,28010.39,27857.65,27915.88,
7-November-2014,27902.71,27980.93,27739.56,27868.63,
10-November-2014,27919.45,28027.96,27764.75,27874.73,
11-November-2014,27911.25,27996.92,27790.40,27910.06,
12-November-2014,27958.64,28126.48,27958.64,28008.90,
13-November-2014,28048.56,28098.74,27822.70,27940.64,
14-November-2014,27949.54,28093.23,27912.90,28046.66,
17-November-2014,28018.68,28205.71,27921.34,28177.88,
18-November-2014,28209.03,28282.85,28119.95,28163.29,
19-November-2014,28193.90,28294.01,27963.51,28032.85,
20-November-2014,28100.84,28118.53,27915.23,28067.56,
21-November-2014,28100.10,28360.66,28038.40,28334.63,
24-November-2014,28413.01,28541.96,28394.48,28499.54,
25-November-2014,28520.76,28541.22,28217.50,28338.05,
26-November-2014,28321.58,28470.15,28261.31,28386.19,
27-November-2014,28397.80,28498.30,28307.58,28438.91,
28-November-2014,28490.71,28822.37,28483.99,28693.99,
1-December-2014,28748.22,28809.64,28538.44,28559.62,
2-December-2014,28522.46,28576.39,28386.46,28444.01,
3-December-2014,28472.32,28504.65,28370.73,28442.71,
4-December-2014,28616.93,28808.78,28448.95,28562.82,
5-December-2014,28604.50,28651.75,28409.05,28458.10,
8-December-2014,28433.00,28494.85,28097.12,28119.40,
9-December-2014,28134.22,28157.53,27763.82,27797.01,
10-December-2014,27711.96,27905.25,27710.03,27831.10,
11-December-2014,27796.34,27796.34,27539.47,27602.01,
12-December-2014,27598.96,27692.32,27320.05,27350.68,
15-December-2014,27136.28,27392.18,27105.04,27319.56,
16-December-2014,27181.18,27199.37,26736.23,26781.44,
17-December-2014,26724.01,26871.91,26469.42,26710.13,
18-December-2014,27053.86,27180.92,26900.57,27126.57,
19-December-2014,27292.55,27497.12,27292.14,27371.84,
22-December-2014,27479.87,27725.27,27382.32,27701.79,
23-December-2014,27733.12,27851.10,27475.13,27506.46,
24-December-2014,27530.26,27571.25,27146.52,27208.61,
26-December-2014,27215.19,27370.63,27091.38,27241.78,
29-December-2014,27266.49,27507.25,27266.49,27395.73,
30-December-2014,27478.30,27478.30,27312.29,27403.54,
31-December-2014,27358.30,27527.24,27346.00,27499.42,
